id,operacional_system,processor,memory,graphics,fk_game_id
f794ecb99e0e420ab9db4beb70b40e9e2,Windows 10,i5 2.6Ghz,8 GB RAM,GTX 960 or equivalent, 6 GB available space,f794ecb99e0e420ab9db4beb70b40e9e
2abb210228a8433a98c8dc8b8ce0107a1,,,,,,2abb210228a8433a98c8dc8b8ce0107a
2abb210228a8433a98c8dc8b8ce0107a2,,,,,,2abb210228a8433a98c8dc8b8ce0107a
cab6182d56494f00ab5029d12e0c0d7a1,Windows 7 or better,2.2 GHZ,2GB,Intel HD Graphics or better,300MB,cab6182d56494f00ab5029d12e0c0d7a
cab6182d56494f00ab5029d12e0c0d7a2,Windows 10,2.4 GHZ Dual-Core,3GB,Intel HD Graphics or better,300MB,cab6182d56494f00ab5029d12e0c0d7a
5d99425d44ff4d228eeab840f494fa751,Windows 7 64 Bit,Intel Core i5-3470 or AMD Ryzen 3 1200,8GB,GeForce 2 GB or Radeon  2 GB with Direct X 11 Support,7GB,5d99425d44ff4d228eeab840f494fa75
5d99425d44ff4d228eeab840f494fa752,Windows 10 64 Bit,Intel CPU Core i7-3770 or AMD Ryzen 5 1600,8GB,GeForce GTX 1060 6 GB or AMD Radeon RX 590,7GB,5d99425d44ff4d228eeab840f494fa75
f28ce458986e4f8dbbf67be5d0ac41e61,Windows 7 64-bit, Intel i3-2100 @ 3GHz / AMD A8-5500 @ 3.2GHz,4GB RAM,Nvidia GeForce GT 630 1GB / AMD Radeon 7770 1GB / Intel HD 530,3GB,f28ce458986e4f8dbbf67be5d0ac41e6
f28ce458986e4f8dbbf67be5d0ac41e62,Windows 10 64-bit,Intel i3-3220 @ 3GHz / AMD A10-5700 @ 3.4GHz,6GB RAM,,,f28ce458986e4f8dbbf67be5d0ac41e6
c9e2e1970b1f4773a7992a3760a433231,Requires a 64-bit processor and operating system,Intel(R) Core(TM) i3-2310M CPU @ 2.10GHz,6 GB RAM,,50 GB available space,c9e2e1970b1f4773a7992a3760a43323
c9e2e1970b1f4773a7992a3760a433232,Requires a 64-bit processor and operating system,Intel Core i7 CPU 920 @ 2.67GHz,8 GB RAM,,50 GB available space,c9e2e1970b1f4773a7992a3760a43323
8035c723ddea4bfba05c4acac92e7b591,Windows 7 / Windows 8 / Windows 10,Core i5 processor or equivalent,4 GB RAM,Intel HD4400 / AMD Radeon 5750 1Gb VRAM / NVidia Geforce 640 1Gb VRAM,5 GB available space,8035c723ddea4bfba05c4acac92e7b59
8035c723ddea4bfba05c4acac92e7b592,Windows 7 / Windows 8 / Windows 10,Core i5 processor or equivalent,8 GB RAM,NVIDIA 760 series 2Gb VRAM or better / AMD Radeon R9 270X 2Gb VRAM or better,5 GB available space,8035c723ddea4bfba05c4acac92e7b59
531f127b252346a18ffa0bec2fdf597c1,Windows 7, 1.2GHz processor (Intel Core i5 and up), 1 GB RAM,"DX10, DX11, DX12 capable.",400 MB available space,531f127b252346a18ffa0bec2fdf597c
531f127b252346a18ffa0bec2fdf597c2,Windows 7,64-bit processor, 1 GB RAM,"DX10, DX11, DX12 capable.",400 MB available space,531f127b252346a18ffa0bec2fdf597c
a400d19a077240729e9944c75f4db31a1,Windows 10,Intel Core i5-6600 or AMD Ryzen 5 1600X,8 GB RAM,"NVIDIA GeForce GTX 650 Ti, 2GB or AMD Radeon HD 7790, 2 GB",26.5 GB,a400d19a077240729e9944c75f4db31a
a400d19a077240729e9944c75f4db31a2,Windows 10,Intel Core i5-6600 or AMD Ryzen 5 1600X,8 GB RAM,,,a400d19a077240729e9944c75f4db31a
adc96ea4979d4b14831823a2c0efa0571,"WINDOWS® 7, 8, 8.1, 10","Intel® Core™ i5-3.3 GHz or better, or AMD Equivalent",4 GB RAM,NVIDIA® GeForce® GTX 660m or AMD Radeon™ R7 260x (2GB of video memory),20 GB available space,adc96ea4979d4b14831823a2c0efa057
adc96ea4979d4b14831823a2c0efa0572,"WINDOWS® 7, 8, 8.1, 10","Intel® Core™ i7-3.7 GHz or better, or AMD Equivalent",8 GB RAM,"NVIDIA GeForce GTX 1060 (6GB), or AMD RX 480 (8GB)",20 GB available space,adc96ea4979d4b14831823a2c0efa057
ecf4d2e87ea7445298c7471d8e9b405e1,Windows Vista / Windows 7,3.0 GHz dual core or better,3 GB system RAM,DirectX 9 compatible with 512 MB video RAM or better (NVIDIA GeForce GTX 460 / ATI Radeon HD 5850),9 GB,ecf4d2e87ea7445298c7471d8e9b405e
ecf4d2e87ea7445298c7471d8e9b405e2,Windows Vista / Windows 7 (enhanced for 64-bit OS),2.4 GHz quad core or better (enhanced for multi-core processors),4 GB system RAM,DirectX 9 compatible with 768 MB video RAM or better (NVIDIA GeForce GTX 460 / ATI Radeon HD 5850),,ecf4d2e87ea7445298c7471d8e9b405e
ed17077691c541c19dc95e47fdd1cfd51,Windows 7/8/10 (64-bit versions),"Intel i5-2400, AMD FX-8320",8 GB RAM,"GTX 660 2GB, AMD Radeon 7850 2GB",20 GB available space,ed17077691c541c19dc95e47fdd1cfd5
ed17077691c541c19dc95e47fdd1cfd52,Windows 7/8/10 (64-bit versions),"Intel i7-2600K, AMD FX-8350",16 GB RAM,"GTX 970 4GB, AMD R9 290 4GB",,ed17077691c541c19dc95e47fdd1cfd5
f4e74c7571cc40f7809d6c3af0e18cd41,Widows 7+,Intel Core i3-2100 / AMD® FX-6300,4 GB RAM,Nvidia GTX 560,5 GB available space,f4e74c7571cc40f7809d6c3af0e18cd4
f4e74c7571cc40f7809d6c3af0e18cd42,Windows 7 or 10,Intel Core i7-4770k or equivalent,16 GB RAM,GeForce 980 Ti / GeForce GTX 1070 / GeForce RTX 2060 ,5 GB available space or more,f4e74c7571cc40f7809d6c3af0e18cd4
db93b3d741f04c1688d6768a467abc591,64-bit Windows 7/Windows 8,Intel® Core™ i5-2500 @ 3.3 GHz / AMD FX-8320 @ 3.5 GHz,4 GB RAM,NVIDIA® GeForce® GTX 560 / AMD Radeon™ HD 6870 (1GB VRAM),38 GB available space,db93b3d741f04c1688d6768a467abc59
db93b3d741f04c1688d6768a467abc592,64-bit Windows 7/Windows 8,Intel® Core™ i7 / AMD FX-8350,8 GB RAM,NVIDIA® GeForce® GTX 660 / AMD Radeon™ R9 280 (3GB or more VRAM),,db93b3d741f04c1688d6768a467abc59
011ab6d40b80485bb23fbef4362aceb21,Windows 7,Dual Core CPU,4GB RAM,"GeForce 7800, AMD HD 4600, Intel HD Graphics 3000 or above",600MB,011ab6d40b80485bb23fbef4362aceb2
011ab6d40b80485bb23fbef4362aceb22,Windows 10,Quad Core CPU,4GB RAM,,,011ab6d40b80485bb23fbef4362aceb2
3bc256d2117b4415b25a2c7d756392f41,Windows 8.1(64bit) Windows 10 (64bit required),Intel® Core™ i5 3550 or over,6 GB RAM,NVIDIA® GeForce® GTX 780 VRAM 3GB or over　AMD Radeon™ R9 280 VRAM 3GB or overr,80 GB,3bc256d2117b4415b25a2c7d756392f4
3bc256d2117b4415b25a2c7d756392f42,"Windows® 10 64bit, Windows® 8.1 64bit",Intel® Core™ i7 4770K or over,8 GB RAM,NVIDIA® GeForce® GTX 1060 VRAM 6GB or over　AMD Radeon™ R9 380X VRAM 4GB or over,80 GB,3bc256d2117b4415b25a2c7d756392f4
1c1965bc7e88403990037952b637df651,Windows 7,Dual-core 2.4GHz ,2G,Dedicated graphics card with at least 512MB VRAM ,,1c1965bc7e88403990037952b637df65
1c1965bc7e88403990037952b637df652,Windows 7 or higher,Intel Core 2 Duo E6600 or better,4G,,,1c1965bc7e88403990037952b637df65
52a32a3469dd4a2ca20bfff0c6a664861,64-bit Windows 7,Intel Core i7 or equivalent AMD,4 GB RAM,"GeForce 460, ATI Radeon HD 6850",50 GB available space,52a32a3469dd4a2ca20bfff0c6a66486
52a32a3469dd4a2ca20bfff0c6a664862,64-bit Windows 8,Requires a 64-bit processor and operating system,4 GB RAM,,,52a32a3469dd4a2ca20bfff0c6a66486
73297e33f1a945f1bf56ee961746974f1,Windows 10 64bit,Intel Core i3-2120 / AMD Athlon 3000G,GTX 660 2GB / AMD HD 7750 1GB,,2 GB,73297e33f1a945f1bf56ee961746974f
73297e33f1a945f1bf56ee961746974f2,Windows 10 64bit,Intel Core i5-8600K / AMD Ryzen 1300X,Nvidia GTX 1060 6GB / AMD Radeon RX 580 8GB,,2 GB,73297e33f1a945f1bf56ee961746974f
53dd1fe9545e4297943653d21afcd22b1,Windows 7 64-bit or later,"Intel i5, 2.5 GHz or faster",4 GB,"GeForce GTX 660, Radeon R7 370 or equivalent with 2 GB of video RAM",8 GB,53dd1fe9545e4297943653d21afcd22b
53dd1fe9545e4297943653d21afcd22b2,Windows 7 64-bit or later,"Intel i5, 2.5 GHz or faster",4 GB,"GeForce GTX 660, Radeon R7 370 or equivalent with 2 GB of video RAM",8 GB,53dd1fe9545e4297943653d21afcd22b
b5fd42e064484438b11cebb2991a9c2f1,"Windows Vista®, Windows® 7, Windows® 8, Windows® 10",2 GHz Dual Core,4 GB RAM,Graphics card with DX10 (shader model 4.0) capabilities,2 GB available space,b5fd42e064484438b11cebb2991a9c2f
b5fd42e064484438b11cebb2991a9c2f2,Windows® 10,2 GHz Quad Core,6 GB RAM,,2.5 GB available space,b5fd42e064484438b11cebb2991a9c2f
1d309546149d4646a24b15b28eedb3581,Windows 7,1.7 GHz 2-core processor,4 GB RAM," GeForce GTX 660, Radeon RX 460 or similar",3 GB,1d309546149d4646a24b15b28eedb358
1d309546149d4646a24b15b28eedb3582,Windows 10,2.9 GHz 4-core processor,16 GB RAM,"GeForce RTX 2070, Radeon RX 5700 or similar",5 GB,1d309546149d4646a24b15b28eedb358
98546a3a27c241c894b3049312cc07191,OSX 10.11 El Capitan,Intel 2Ghz,4 GB RAM,Nvidia GTX 660M,2 GB available space,98546a3a27c241c894b3049312cc0719
98546a3a27c241c894b3049312cc07192,OSX 10.11 El Capitan,Intel 2Ghz,4 GB RAM,,,98546a3a27c241c894b3049312cc0719
61d13d6fe0c84016a8bacd6fa14cab0e1,,,,,,61d13d6fe0c84016a8bacd6fa14cab0e
61d13d6fe0c84016a8bacd6fa14cab0e2,,,,,,61d13d6fe0c84016a8bacd6fa14cab0e
43dd86bd3b3146afadb3a5b9ba1878741,"Requires a 64-bit processor and operating system OS: Windows XP, Vista, 7, 8, or 10",a 64-bit processor,400 MB available space,128MB,,43dd86bd3b3146afadb3a5b9ba187874
43dd86bd3b3146afadb3a5b9ba1878742,"Requires a 64-bit processor and operating system OS: Windows XP, Vista, 7, or 10",2GHz+,400 MB available space,512MB,,43dd86bd3b3146afadb3a5b9ba187874
d4b6a615ea794a6295d34608c5426d4f1,Windows 7,Intel or AMD Dual Core at 2 GHz,4 GB RAM,,,d4b6a615ea794a6295d34608c5426d4f
d4b6a615ea794a6295d34608c5426d4f2,Windows 10,Intel or AMD Dual Core at 2 GHz,4 GB RAM,,,d4b6a615ea794a6295d34608c5426d4f
b26543426574454e82e07624450c90221,Windows 10,Dual Core,8 GB,NVIDIA 750 or equivalent,,b26543426574454e82e07624450c9022
b26543426574454e82e07624450c90222,Windows 10,Dual Core,8 GB,NVIDIA 1050 or equivalent,,b26543426574454e82e07624450c9022
d8618f47119940fb8e5c38eb0421c7521,64-bit Windows 7/8.1/10,AMD FX-6100/Intel i3-3220 or Equivalent,12 GB RAM,AMD Radeon R7 360 2GB/NVIDIA GeForce GTX 650 Ti 2GB or Equivalent,25 GB,d8618f47119940fb8e5c38eb0421c752
d8618f47119940fb8e5c38eb0421c7522,64-bit Windows 7/8.1/10,AMD Ryzen 5 2600X/Intel i7-6700K or Equivalent,16 GB RAM,AMD Radeon RX Vega 56 8GB/ Nvidia GeForce GTX 1070 8GB or Equivalent,25 GB,d8618f47119940fb8e5c38eb0421c752
05af9ab1d2dc4b78ada8b2f09724da201,Windows 7 and later,Core i3-3220/AMD A10-5700,8 GB,,45 GB,05af9ab1d2dc4b78ada8b2f09724da20
05af9ab1d2dc4b78ada8b2f09724da202,"64 bit Windows 10, DX11",Intel Core i7-3970 @ 3.50GHz,16 GB,,45 GB,05af9ab1d2dc4b78ada8b2f09724da20
8240e8c79bdd4ef5b6b6e00126ba8cc61,Windows 7,64-bit,2 GB,GTX 750 or above,,8240e8c79bdd4ef5b6b6e00126ba8cc6
8240e8c79bdd4ef5b6b6e00126ba8cc62,Windows 10,64-bit,4 GB,,,8240e8c79bdd4ef5b6b6e00126ba8cc6
0a687e1cf9c44f2dab63efb4afc4b1401,Microsoft Windows 7,Intel Core i5-8500 / AMD Ryzen 5 2600,16Gb DDR4,NVIDIA GTX 1060 / AMD Radeon RX 580,70Gb,0a687e1cf9c44f2dab63efb4afc4b140
0a687e1cf9c44f2dab63efb4afc4b1402,Microsoft Windows 10,Intel Core i7-8700k / AMD Ryzen 7 2700x,32Gb DDR4,NVIDIA GeForce GTX 1080 Ti / AMD Radeon 5700XT and above,100+ Gb,0a687e1cf9c44f2dab63efb4afc4b140
ed3c276dc5ee42f8978a10eb4db68e321,High Sierra 10.13+,Quad Core 1.4 GHz processor,8GB RAM,Intel Iris Plus Graphics,1GB available space,ed3c276dc5ee42f8978a10eb4db68e32
ed3c276dc5ee42f8978a10eb4db68e322,High Sierra 10.13+,Quad Core 2.0 GHz processor,8GB RAM,AMD Radeon Pro 5300M,1GB available space,ed3c276dc5ee42f8978a10eb4db68e32
434760a9356849be8347ecac448da87f1,64-bit Windows 7 / 8 / 10,"Intel i5, 2.4 GHz or better",4 GB,"GTX 660, R9 270",3 GB,434760a9356849be8347ecac448da87f
434760a9356849be8347ecac448da87f2,Windows 10,Intel Core i5,8 GB,"R9 280, GTX 960",3 GB,434760a9356849be8347ecac448da87f
7750e99446764c6294335df4685ddf871,,,,,,7750e99446764c6294335df4685ddf87
7750e99446764c6294335df4685ddf872,,,,,,7750e99446764c6294335df4685ddf87
698621c67bed446aa645c36eb7bbbaf51,Windows 7 - 64 bit,Intel Core i5 2.8GHz processor,4GB RAM,GeForce GTX 550 Ti / Radeon HD 6790 2GB VRAM,2 GB available space,698621c67bed446aa645c36eb7bbbaf5
698621c67bed446aa645c36eb7bbbaf52,Windows 10 - 64 bit,Intel Core i5-2500K 3.3GHz / AMD FX-8150 3.6GHz or equivalent,8GB RAM,NVIDIA GTX 1080 or equivalent video card with a dedicated memory of 2GB or higher VRAM,,698621c67bed446aa645c36eb7bbbaf5
d19627e74ac445bcbcfc8157a35d6f801,64-bit Windows 10,AMD Ryzen™ 5 1400/ Intel i3-6100,8GB,,3GB,d19627e74ac445bcbcfc8157a35d6f80
d19627e74ac445bcbcfc8157a35d6f802,64-bit Windows 10,AMD Ryzen™ 5 2600X / Intel i5-9600K,16GB,,3GB,d19627e74ac445bcbcfc8157a35d6f80
ca196887d2f04bf29fc34899252a51511,MacOS 10.12.6,Intel Core m3,4 MB RAM,Intel HD Graphics,300 MB available space,ca196887d2f04bf29fc34899252a5151
ca196887d2f04bf29fc34899252a51512,MacOS 10.15.4,Intel Core m3,8 MB RAM,Intel HD Graphics,3 GB available space,ca196887d2f04bf29fc34899252a5151
7bc73240d0ae4e899efe24b15fdef3021,Windows 10 (64-bit),AMD FX 6300 X6 / Intel Core i5-3570K,8 GB,"2 GB VRAM, Radeon HD 7870 / GeForce GTX 660",6 GB,7bc73240d0ae4e899efe24b15fdef302
7bc73240d0ae4e899efe24b15fdef3022,Windows 10 (64-bit),AMD Ryzen 5 2600 / Intel Core i5-8600K,16 GB,"4 GB VRAM, Radeon RX 5600 / GeForce GTX 980",6 GB,7bc73240d0ae4e899efe24b15fdef302
7dcc32dd965d4a07b470cd45fc7000ea1,Windows 7/8/10 (64-bit),"AMD FX-8320 (3,5 GHz) / Intel i5-4690K (3,5 GHz)",8 GB,AMD Radeon R7 360 / NVIDIA GeForce GTX 560 Ti,15 GB,7dcc32dd965d4a07b470cd45fc7000ea
7dcc32dd965d4a07b470cd45fc7000ea2,Windows 7/8/10 (64-bit),"AMD FX-8370 (4,0 GHz) / Intel Core i7-3820 (3,6 GHz)",16 GB,AMD Radeon RX 480 / NVIDIA GeForce GTX 970,15 GB,7dcc32dd965d4a07b470cd45fc7000ea
7393461c905f40048305f333bd9fa9f41,"Windows® 10 64bit, Windows® 8.1 64bit",Intel Core i5 4460 or over,6 GB,"NVIDIA GeForce GTX 970 or over, VRAM 4GB or over",85 GB,7393461c905f40048305f333bd9fa9f4
7393461c905f40048305f333bd9fa9f42,Windows® 10 64bit,Intel Core i7 6700K or over AMD Ryzen 5 1600 or over,16 GB,"NVIDIA GeForce GTX 1660 SUPER or over, VRAM 6GB or over",85 GB,7393461c905f40048305f333bd9fa9f4
6014c97743ec47d68a989336f26bb2c81,Windows 7+,Dual core from Intel or AMD at 2.8 GHz,2 GB RAM,NVIDIA GeForce 550 GTX / AMD Radeon 5770 HD series card,400 MB available space,6014c97743ec47d68a989336f26bb2c8
6014c97743ec47d68a989336f26bb2c82,Windows 7+,Dual core from Intel or AMD at 2.8 GHz,2 GB RAM,NVIDIA GeForce 550 GTX / AMD Radeon 5770 HD series card,400 MB available space,6014c97743ec47d68a989336f26bb2c8
8b587712c0bb4b02856253eb065c95e41,WIndows 7,Intel i5 Quad-Core,4 GB RAM,,,8b587712c0bb4b02856253eb065c95e4
8b587712c0bb4b02856253eb065c95e42,WIndows 7,Intel i5 Quad-Core,4 GB RAM,,,8b587712c0bb4b02856253eb065c95e4
391397c9dc2b498bb432056cab806d701,,,,,,391397c9dc2b498bb432056cab806d70
391397c9dc2b498bb432056cab806d702,,,,,,391397c9dc2b498bb432056cab806d70
3a57507ba354416386be27bbaba783d71,macOS 10.12+,1.6 GHz dual-core,2 GB RAM,"Metal, 2 GB Video Memory",2 GB available space,3a57507ba354416386be27bbaba783d7
3a57507ba354416386be27bbaba783d72,macOS 10.12+,3.6 GHz quad-core,8 GB RAM,"Metal, 4 GB Video Memory",2+ GB available space,3a57507ba354416386be27bbaba783d7
79dbea54c1374a6ca2b2ee546e2c34be1,Windows 7 or higher,"DualCore - 2,5 GHz",2048 MB RAM,DirectX10.1 compatible with 1GB VRAM and ShaderModel 4.0 support,4000 MB available space,79dbea54c1374a6ca2b2ee546e2c34be
79dbea54c1374a6ca2b2ee546e2c34be2,Windows 7 or higher,"Quadcore - 3,5 GHz",8192 MB RAM,DirectX11.1 compatible with 4GB VRAM and ShaderModel 5.0 support,4000 MB available space,79dbea54c1374a6ca2b2ee546e2c34be
92e998e921ad4979883c19f65de8b4561,OSX 10.7,2.0 GHz with SSE2 instruction support,1 GB RAM,,1000 MB available space,92e998e921ad4979883c19f65de8b456
92e998e921ad4979883c19f65de8b4562,OSX 10.7,2.0 GHz with SSE2 instruction support,1 GB RAM,,1000 MB available space,92e998e921ad4979883c19f65de8b456
9bbfe5536ecc4a1190e07cb4cbeb7ddb1,64-bit Windows 7,Core i5-4460 / AMD FX-6300,8 GB RAM,Nvidia GeForce GTX 960 / AMD Radeon R9 280,20 GB available space,9bbfe5536ecc4a1190e07cb4cbeb7ddb
9bbfe5536ecc4a1190e07cb4cbeb7ddb2,64-bit Windows 10,Core i7-3770 / AMD FX-9590,16 GB RAM,Nvidia GeForce GTX 1060 / AMD Radeon RX 480,20 GB available space,9bbfe5536ecc4a1190e07cb4cbeb7ddb
3e6c501452ff415da6060e52a78fa9181,"Windows 7, 8.1, 10",Dual Core Processor,1 GB RAM,OpenGL 2.0 compatible,2 GB,3e6c501452ff415da6060e52a78fa918
3e6c501452ff415da6060e52a78fa9182,Windows 10,AMD Ryzen 3 or Intel Core i3 processor,4 GB RAM,AMD Radeon RX or NVIDIA GTX video card,2 GB,3e6c501452ff415da6060e52a78fa918
e0a2897d8e894a29b4d55eb929598c111,"Windows 7, 8.1, 10 64-bit",Dual Core Processor,1 GB RAM,OpenGL 2.0 compatible,4 GB available space,e0a2897d8e894a29b4d55eb929598c11
e0a2897d8e894a29b4d55eb929598c112,Windows 10 64-bit,AMD Ryzen 3 or Intel Core i3 processor,4 GB RAM,AMD Radeon RX or NVIDIA GTX video card,4 GB available space,e0a2897d8e894a29b4d55eb929598c11
0b361b745f9c4a26b40e483b4a83b53f1,,,,,,0b361b745f9c4a26b40e483b4a83b53f
0b361b745f9c4a26b40e483b4a83b53f2,,,,,,0b361b745f9c4a26b40e483b4a83b53f
e80dfd8e2cb64960991d0849f9a836e01,Windows® 10 64-bit,AMD A8-5600K / Intel® Core™ i3-3210 ,6 GB RAM,AMD Radeon™ RX 460 / NVIDIA® GeForce® GTX 750,15GB,e80dfd8e2cb64960991d0849f9a836e0
e80dfd8e2cb64960991d0849f9a836e02,Windows® 10 64-bit,AMD A8-7600 / Intel® Core™ i3-3210,8 GB RAM,AMD Radeon™ RX 460 / NVIDIA® GeForce® GTX 950,15GB,e80dfd8e2cb64960991d0849f9a836e0
69dc0c89c81a4923ad0e2688d51689d61,Windows 7,Intel Core i3,4 GB,OpenGL 256 MB,400 MB,69dc0c89c81a4923ad0e2688d51689d6
69dc0c89c81a4923ad0e2688d51689d62,Windows 7,Intel Core i3,4 GB,OpenGL 256 MB,400 MB,69dc0c89c81a4923ad0e2688d51689d6
b44a2808223f4cd0a8ca1376410b54601,,,,,,b44a2808223f4cd0a8ca1376410b5460
b44a2808223f4cd0a8ca1376410b54602,,,,,,b44a2808223f4cd0a8ca1376410b5460
0b477a53fac049f9aaac1b5bd84e56a11,Windows 7,Intel Core 2 Duo E6750 | AMD Phenom II X2 550,4 GB,"Nvidia GeForce GTX 650, 1GB | AMD Radeon HD 7770, 1GB",3 GB,0b477a53fac049f9aaac1b5bd84e56a1
0b477a53fac049f9aaac1b5bd84e56a12,Windows 10,Intel Core i5-3470 | AMD FX-3850,8 GB,"Nvidia GeForce GTX 760, 2GB | AMD Radeon R9 270X, 2GB",,0b477a53fac049f9aaac1b5bd84e56a1
f9daa3f1cd024908a2d8ef404a6b305d1,,Processor: Intel Core i5-3570 or AMD Ryzen 3 1300X (Quad-core is minimum),12 GB RAM,Nvidia GTX 780 3GB or AMD R9 280 3GB,30 GB available space,f9daa3f1cd024908a2d8ef404a6b305d
f9daa3f1cd024908a2d8ef404a6b305d2,,Intel Core i7-4770 or AMD Ryzen 5 1600X,16 GB RAM,Nvidia GTX 1070 8 GB or AMD Vega 56 8GB,50 GB available space,f9daa3f1cd024908a2d8ef404a6b305d
5a3b67c0080f4637a88f64bbcc5f1f441,,,,,,5a3b67c0080f4637a88f64bbcc5f1f44
5a3b67c0080f4637a88f64bbcc5f1f442,,,,,,5a3b67c0080f4637a88f64bbcc5f1f44
45b82cb4454b40439b61ba126adfabec1,Windows® 8.1 64 bit,Intel® Core™ i3-2105 / AMD® FX 4300,4 GB RAM,Nvidia® GeForce™ GTX 460 (1 GB) / AMD® Radeon™ HD 5850 (1 GB),6 GB HDD space,45b82cb4454b40439b61ba126adfabec
45b82cb4454b40439b61ba126adfabec2,Windows® 10 Home 64 bit,Intel® Core™ i3 3240 / AMD® FX 8120,8 GB RAM,Nvidia® GeForce™ GTX 560 Ti (1 GB),6 GB HDD space,45b82cb4454b40439b61ba126adfabec
79e13cbc4f624cbdafa1989a31ca7efe1,Windows 10 64-bit,Intel Core i3-550 / AMD FX-770K,8 GB RAM,NVIDIA GeForce GTX 750,25 GB available space,79e13cbc4f624cbdafa1989a31ca7efe
79e13cbc4f624cbdafa1989a31ca7efe2,Windows 10 64-bit,Intel Core i5-7600K / AMD Ryzen 5 1600X,16 GB RAM,NVIDIA GeForce GTX 1070Ti / AMD Radeon RX 5700,25 GB available space,79e13cbc4f624cbdafa1989a31ca7efe
7626d56f226c49c5af79685abf167cb61,Windows 8.1 64-Bit or later,Intel Core i5-2500K / AMD FX-6350,8 GB,GeForce GTX 960 / GeForce GTX 1050,22 GB,7626d56f226c49c5af79685abf167cb6
7626d56f226c49c5af79685abf167cb62,Windows 8.1 64-Bit or later,Intel Core i7-5820K / AMD Ryzen 5 2600,16 GB,GeForce GTX 1060 / Radeon RX 580,22 GB,7626d56f226c49c5af79685abf167cb6
ca90d2e29d714bdba3fadfcf6a55c6501,Windows 7 or higher (64 bit),2.6 GHz Intel® Core™ i5-750 or 3.2 GHz AMD Phenom™ II X4 95,4GB,OpenGL 3.0 compliant video card,4 GB,ca90d2e29d714bdba3fadfcf6a55c650
ca90d2e29d714bdba3fadfcf6a55c6502,Windows 7 or higher (64 bit),2.6 GHz Intel® Core™ i5-750 or 3.2 GHz AMD Phenom™ II X4 95,4GB,,4 GB,ca90d2e29d714bdba3fadfcf6a55c650
2dbb1debe54f4555805896caf78444701,Windows 7 / Windows 8.1 / Windows 10 64-bit (latest Service Pack),3.2 GHz Quad-Core Processor,6 GB RAM,Geforce GTX 1060 / Radeon RX 580 or equivalent,15 GB available space,2dbb1debe54f4555805896caf7844470
2dbb1debe54f4555805896caf78444702,Windows 7 / Windows 8.1 / Windows 10 64-bit (latest Service Pack),3.2 GHz Quad-Core Processor,12 GB RAM,Geforce RTX 2060 / AMD RX 5600 XT or equivalent,15 GB available space,2dbb1debe54f4555805896caf7844470
8b1afe5f20ba4d73a8d3a1cb61351de51,Windows 7 (64 bit),Intel Core i5-4460,8 GB,NVIDIA GTX 770,9 GB,8b1afe5f20ba4d73a8d3a1cb61351de5
8b1afe5f20ba4d73a8d3a1cb61351de52,Windows 10,Intel Core i5-7600,16 GB,NVIDIA GTX 1070,,8b1afe5f20ba4d73a8d3a1cb61351de5
9197e016a4d24da8ad3a9546de5a06d21,10.8 or greater,Core i5 or Core i7,4 GB RAM,Discrete GPU required,1200 MB available space,9197e016a4d24da8ad3a9546de5a06d2
9197e016a4d24da8ad3a9546de5a06d22,10.8 or greater,Core i5 or Core i7,4 GB RAM,,,9197e016a4d24da8ad3a9546de5a06d2
31feea84568f46e9a2fe6289250f23431,Win 10 64-bit,i5-3340 or equivalent,8 GB or higher,Nvidia GeForce GTX 960 or AMD Equivalent. 2GB VRAM.,,31feea84568f46e9a2fe6289250f2343
31feea84568f46e9a2fe6289250f23432,Win 10 64-bit,i7-3770 or equivalent,16 GB,Nvidia GeForce GTX 1060 or AMD Equivalent. 4GB VRAM,,31feea84568f46e9a2fe6289250f2343
e9e719ddd1964f1ea37d4b6a4b9b2d361,Windows 7/8.1/10 (64-bit Required),Intel Core i5-760 2.8 GHz / AMD Athlon X4 740 3.2 GHz,8 GB,NVIDIA GeForce GTX 660 (2 GB VRAM) / AMD Radeon HD 7870 (2 GB VRAM),8 GB,e9e719ddd1964f1ea37d4b6a4b9b2d36
e9e719ddd1964f1ea37d4b6a4b9b2d362,Windows 7/8.1/10 (64-bit Required),Intel Core i5-760 2.8 GHz / AMD Athlon X4 740 3.2 GHz,8 GB,NVIDIA GeForce GTX 660 (2 GB VRAM) / AMD Radeon HD 7870 (2 GB VRAM),8 GB,e9e719ddd1964f1ea37d4b6a4b9b2d36
f8b6084d6bf14c6282333ee36dfa82231,Windows 10 (64-bit),Quad Core 3.2GHz+ CPU (e.g. Intel Core i5-4590K / AMD Ryzen 5 1500X),8 GB RAM,NVIDIA Geforce GTX 1060 / AMD Radeon RX 480 or equivalent,14 GB hard drive space,f8b6084d6bf14c6282333ee36dfa8223
f8b6084d6bf14c6282333ee36dfa82232,Windows 10 (64-bit),Quad Core 3.6GHz+ CPU (e.g. Intel Core i7-8700K / AMD Ryzen 5 2600) or better,16 GB RAM,Geforce GTX 1070 or better,14 GB hard drive space,f8b6084d6bf14c6282333ee36dfa8223
25f1dfd7f27348a8871b9a22b39f56b51,64 bit Windows 8/7,Intel Core i5-2500K 3.3GHz / AMD FX-8150 3.6GHz or equivalent,4 GB,GeForce GTX 550 Ti / Radeon HD 6790 2GB VRAM*,2 GB,25f1dfd7f27348a8871b9a22b39f56b5
